===== SNAPSHOT 2026-08-16T12:35:09.049903588Z =====
===== SNAPSHOT 2026-08-16T12:35:12.250345285Z =====
2026-08-16T12:35:12.631792578Z 2026-08-16T12:35:12.629497574Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018002/authentication-data/authentication-subscription |  |
2026-08-16T12:35:22.052718647Z 2026-08-16T12:35:22.052012012Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018035/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:22.055147531Z 2026-08-16T12:35:22.054882625Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018047/context-data/amf-3gpp-access |  |
2026-08-16T12:35:22.058061345Z 2026-08-16T12:35:22.057438818Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018053/20893/provisioned-data/smf-selection-subscription-data?supported-features= |  |
2026-08-16T12:35:22.058863529Z 2026-08-16T12:35:22.058574737Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018094/authentication-data/authentication-status |  |
2026-08-16T12:35:22.061655544Z 2026-08-16T12:35:22.061541901Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018047, servingPlmnId: 20893
2026-08-16T12:35:22.062272451Z 2026-08-16T12:35:22.062097683Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018043/20893/provisioned-data/smf-selection-subscription-data?supported-features= |  |
2026-08-16T12:35:22.063914650Z 2026-08-16T12:35:22.063758077Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018047/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:22.064428423Z 2026-08-16T12:35:22.063759028Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018035/20893/provisioned-data/smf-selection-subscription-data?supported-features= |  |
2026-08-16T12:35:22.067300760Z 2026-08-16T12:35:22.067124679Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018053/context-data/smf-registrations?supported-features= |  |
2026-08-16T12:35:22.070179247Z 2026-08-16T12:35:22.069998808Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018043/context-data/smf-registrations?supported-features= |  |
2026-08-16T12:35:22.077304447Z 2026-08-16T12:35:22.075344152Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018035/context-data/smf-registrations?supported-features= |  |
2026-08-16T12:35:22.080171754Z 2026-08-16T12:35:22.078260700Z[36m [INFO][UDR][GIN] [0m| 201 |    10.244.0.141 | POST    | /nudr-dr/v2/subscription-data/imsi-208930000018053/context-data/sdm-subscriptions |  |
2026-08-16T12:35:22.081479747Z 2026-08-16T12:35:22.080015381Z[36m [INFO][UDR][GIN] [0m| 201 |    10.244.0.141 | POST    | /nudr-dr/v2/subscription-data/imsi-208930000018043/context-data/sdm-subscriptions |  |
2026-08-16T12:35:22.081491659Z 2026-08-16T12:35:22.080315353Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018047/20893/provisioned-data/smf-selection-subscription-data?supported-features= |  |
2026-08-16T12:35:22.084322327Z 2026-08-16T12:35:22.083866472Z[36m [INFO][UDR][GIN] [0m| 201 |    10.244.0.141 | POST    | /nudr-dr/v2/subscription-data/imsi-208930000018035/context-data/sdm-subscriptions |  |
2026-08-16T12:35:22.112728360Z 2026-08-16T12:35:22.112146879Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.143 | GET     | /nudr-dr/v2/policy-data/ues/imsi-208930000018043/am-data |  |
2026-08-16T12:35:22.149096684Z 2026-08-16T12:35:22.148685833Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018047/context-data/smf-registrations?supported-features= |  |
2026-08-16T12:35:22.151179329Z 2026-08-16T12:35:22.150602607Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018069/authentication-data/authentication-status |  |
2026-08-16T12:35:22.151199487Z 2026-08-16T12:35:22.150802652Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018091/authentication-data/authentication-status |  |
2026-08-16T12:35:22.152242031Z 2026-08-16T12:35:22.151849315Z[36m [INFO][UDR][GIN] [0m| 201 |    10.244.0.141 | POST    | /nudr-dr/v2/subscription-data/imsi-208930000018047/context-data/sdm-subscriptions |  |
2026-08-16T12:35:22.176013234Z 2026-08-16T12:35:22.175610017Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.143 | GET     | /nudr-dr/v2/policy-data/ues/imsi-208930000018035/am-data |  |
2026-08-16T12:35:22.179630356Z 2026-08-16T12:35:22.179179811Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.143 | GET     | /nudr-dr/v2/policy-data/ues/imsi-208930000018053/am-data |  |
2026-08-16T12:35:22.192268443Z 2026-08-16T12:35:22.191876718Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018075/authentication-data/authentication-status |  |
2026-08-16T12:35:22.207292543Z 2026-08-16T12:35:22.206339326Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018050, servingPlmnId: 20893
2026-08-16T12:35:22.207910562Z 2026-08-16T12:35:22.207750161Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018059, servingPlmnId: 20893
2026-08-16T12:35:22.210639579Z 2026-08-16T12:35:22.210395752Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018059/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:22.212593573Z 2026-08-16T12:35:22.212281047Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018050/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:22.214213060Z 2026-08-16T12:35:22.213799314Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018079/authentication-data/authentication-status |  |
2026-08-16T12:35:22.218605456Z 2026-08-16T12:35:22.218380745Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.143 | GET     | /nudr-dr/v2/policy-data/ues/imsi-208930000018047/am-data |  |
2026-08-16T12:35:22.251258221Z 2026-08-16T12:35:22.250961455Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018050/context-data/amf-3gpp-access |  |
2026-08-16T12:35:22.251277648Z 2026-08-16T12:35:22.251147424Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018059/context-data/amf-3gpp-access |  |
2026-08-16T12:35:22.252923865Z 2026-08-16T12:35:22.252536348Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018097/authentication-data/authentication-status |  |
2026-08-16T12:35:22.255085498Z 2026-08-16T12:35:22.254286609Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018085/authentication-data/authentication-status |  |
2026-08-16T12:35:22.257108321Z 2026-08-16T12:35:22.256375977Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018050, servingPlmnId: 20893
2026-08-16T12:35:22.257115133Z 2026-08-16T12:35:22.256759106Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018059, servingPlmnId: 20893
2026-08-16T12:35:22.260285568Z 2026-08-16T12:35:22.259086640Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018050/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:22.263592710Z 2026-08-16T12:35:22.260457931Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018059/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:22.288973109Z 2026-08-16T12:35:22.288204107Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018059/20893/provisioned-data/smf-selection-subscription-data?supported-features= |  |
2026-08-16T12:35:22.288981905Z 2026-08-16T12:35:22.288407679Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018050/20893/provisioned-data/smf-selection-subscription-data?supported-features= |  |
2026-08-16T12:35:22.346619791Z 2026-08-16T12:35:22.346193552Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018051, servingPlmnId: 20893
2026-08-16T12:35:22.349280300Z 2026-08-16T12:35:22.348263594Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018051/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:22.349295198Z 2026-08-16T12:35:22.348627276Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018050/context-data/smf-registrations?supported-features= |  |
2026-08-16T12:35:22.350284824Z 2026-08-16T12:35:22.349836623Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018078/authentication-data/authentication-status |  |
2026-08-16T12:35:22.351868613Z 2026-08-16T12:35:22.351780348Z[36m [INFO][UDR][GIN] [0m| 201 |    10.244.0.141 | POST    | /nudr-dr/v2/subscription-data/imsi-208930000018050/context-data/sdm-subscriptions |  |
2026-08-16T12:35:22.369678878Z 2026-08-16T12:35:22.369211472Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018046, servingPlmnId: 20893
2026-08-16T12:35:22.372361809Z 2026-08-16T12:35:22.372076435Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018051/context-data/amf-3gpp-access |  |
2026-08-16T12:35:22.372484460Z 2026-08-16T12:35:22.372318018Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018046/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:22.384140496Z 2026-08-16T12:35:22.383196695Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018051, servingPlmnId: 20893
2026-08-16T12:35:22.387497250Z 2026-08-16T12:35:22.387371244Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018051/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:22.397347940Z 2026-08-16T12:35:22.396190991Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018051/20893/provisioned-data/smf-selection-subscription-data?supported-features= |  |
2026-08-16T12:35:22.398783112Z 2026-08-16T12:35:22.398124747Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018046/context-data/amf-3gpp-access |  |
2026-08-16T12:35:22.400656064Z 2026-08-16T12:35:22.400313822Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.143 | GET     | /nudr-dr/v2/policy-data/ues/imsi-208930000018050/am-data |  |
2026-08-16T12:35:22.444654092Z 2026-08-16T12:35:22.444180363Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018082, servingPlmnId: 20893
2026-08-16T12:35:22.446169603Z 2026-08-16T12:35:22.444670843Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018046, servingPlmnId: 20893
2026-08-16T12:35:22.449249939Z 2026-08-16T12:35:22.449005441Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018051/context-data/smf-registrations?supported-features= |  |
2026-08-16T12:35:22.450017388Z 2026-08-16T12:35:22.449659257Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018046/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:22.450041273Z 2026-08-16T12:35:22.449756018Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018082/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:22.458115152Z 2026-08-16T12:35:22.457481424Z[36m [INFO][UDR][GIN] [0m| 201 |    10.244.0.141 | POST    | /nudr-dr/v2/subscription-data/imsi-208930000018051/context-data/sdm-subscriptions |  |
2026-08-16T12:35:22.466977580Z 2026-08-16T12:35:22.466221803Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018046/20893/provisioned-data/smf-selection-subscription-data?supported-features= |  |
2026-08-16T12:35:22.473406385Z 2026-08-16T12:35:22.472712203Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018082/context-data/amf-3gpp-access |  |
2026-08-16T12:35:22.499147460Z 2026-08-16T12:35:22.496095107Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.143 | GET     | /nudr-dr/v2/policy-data/ues/imsi-208930000018051/am-data |  |
2026-08-16T12:35:22.549845102Z 2026-08-16T12:35:22.549595043Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018057, servingPlmnId: 20893
2026-08-16T12:35:22.554790685Z 2026-08-16T12:35:22.553522467Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018082, servingPlmnId: 20893
2026-08-16T12:35:22.564355169Z 2026-08-16T12:35:22.563891079Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018082/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:22.566269739Z 2026-08-16T12:35:22.564643059Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018057/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:22.566289366Z 2026-08-16T12:35:22.565409746Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018046/context-data/smf-registrations?supported-features= |  |
2026-08-16T12:35:22.652224439Z 2026-08-16T12:35:22.651051440Z[36m [INFO][UDR][GIN] [0m| 201 |    10.244.0.141 | POST    | /nudr-dr/v2/subscription-data/imsi-208930000018046/context-data/sdm-subscriptions |  |
2026-08-16T12:35:22.711894114Z 2026-08-16T12:35:22.710635854Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018082/20893/provisioned-data/smf-selection-subscription-data?supported-features= |  |
2026-08-16T12:35:22.712155093Z 2026-08-16T12:35:22.711964175Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018057/context-data/amf-3gpp-access |  |
2026-08-16T12:35:22.713098262Z 2026-08-16T12:35:22.712475073Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.143 | GET     | /nudr-dr/v2/policy-data/ues/imsi-208930000018046/am-data |  |
2026-08-16T12:35:22.775856247Z 2026-08-16T12:35:22.775516961Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018057, servingPlmnId: 20893
2026-08-16T12:35:22.778575485Z 2026-08-16T12:35:22.778445351Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018057/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:22.780616222Z 2026-08-16T12:35:22.780536442Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018082/context-data/smf-registrations?supported-features= |  |
2026-08-16T12:35:22.843061359Z 2026-08-16T12:35:22.842262771Z[36m [INFO][UDR][GIN] [0m| 201 |    10.244.0.141 | POST    | /nudr-dr/v2/subscription-data/imsi-208930000018082/context-data/sdm-subscriptions |  |
2026-08-16T12:35:22.852447048Z 2026-08-16T12:35:22.851559053Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018057/20893/provisioned-data/smf-selection-subscription-data?supported-features= |  |
2026-08-16T12:35:22.853320455Z 2026-08-16T12:35:22.853081477Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018098/authentication-data/authentication-status |  |
2026-08-16T12:35:22.889333121Z 2026-08-16T12:35:22.888973066Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.143 | GET     | /nudr-dr/v2/policy-data/ues/imsi-208930000018082/am-data |  |
2026-08-16T12:35:22.951095448Z 2026-08-16T12:35:22.950496615Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018057/context-data/smf-registrations?supported-features= |  |
2026-08-16T12:35:22.955090579Z 2026-08-16T12:35:22.952548673Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018067, servingPlmnId: 20893
2026-08-16T12:35:22.960863283Z 2026-08-16T12:35:22.960352656Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018067/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:22.962191043Z 2026-08-16T12:35:22.960871148Z[36m [INFO][UDR][GIN] [0m| 201 |    10.244.0.141 | POST    | /nudr-dr/v2/subscription-data/imsi-208930000018057/context-data/sdm-subscriptions |  |
2026-08-16T12:35:22.962208255Z 2026-08-16T12:35:22.961717705Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018076, servingPlmnId: 20893
2026-08-16T12:35:22.966315456Z 2026-08-16T12:35:22.966186965Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018076/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:23.005662315Z 2026-08-16T12:35:23.005255613Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018067/context-data/amf-3gpp-access |  |
2026-08-16T12:35:23.013003641Z 2026-08-16T12:35:23.012439373Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018076/context-data/amf-3gpp-access |  |
2026-08-16T12:35:23.023739161Z 2026-08-16T12:35:23.023237791Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.143 | GET     | /nudr-dr/v2/policy-data/ues/imsi-208930000018057/am-data |  |
2026-08-16T12:35:23.048199786Z 2026-08-16T12:35:23.047589111Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018063, servingPlmnId: 20893
2026-08-16T12:35:23.053560287Z 2026-08-16T12:35:23.052779713Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018063/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:23.055355382Z 2026-08-16T12:35:23.053363338Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018067, servingPlmnId: 20893
2026-08-16T12:35:23.055381742Z 2026-08-16T12:35:23.053369139Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018076, servingPlmnId: 20893
2026-08-16T12:35:23.111912883Z 2026-08-16T12:35:23.111359115Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018067/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:23.111938631Z 2026-08-16T12:35:23.111359155Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018076/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:23.115419117Z 2026-08-16T12:35:23.114981857Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018087/authentication-data/authentication-subscription |  |
2026-08-16T12:35:23.149019309Z 2026-08-16T12:35:23.148513601Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018076/20893/provisioned-data/smf-selection-subscription-data?supported-features= |  |
2026-08-16T12:35:23.151400143Z 2026-08-16T12:35:23.150828582Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018067/20893/provisioned-data/smf-selection-subscription-data?supported-features= |  |
2026-08-16T12:35:23.156308927Z 2026-08-16T12:35:23.153355198Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018076/context-data/smf-registrations?supported-features= |  |
2026-08-16T12:35:23.156331179Z 2026-08-16T12:35:23.156156010Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018063/context-data/amf-3gpp-access |  |
2026-08-16T12:35:23.162393977Z 2026-08-16T12:35:23.161492857Z[36m [INFO][UDR][GIN] [0m| 201 |    10.244.0.141 | POST    | /nudr-dr/v2/subscription-data/imsi-208930000018076/context-data/sdm-subscriptions |  |
2026-08-16T12:35:23.162423131Z 2026-08-16T12:35:23.162042718Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018063, servingPlmnId: 20893
2026-08-16T12:35:23.163009210Z 2026-08-16T12:35:23.162657651Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018067/context-data/smf-registrations?supported-features= |  |
2026-08-16T12:35:23.165373874Z 2026-08-16T12:35:23.165096435Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PATCH   | /nudr-dr/v2/subscription-data/imsi-208930000018087/authentication-data/authentication-subscription |  |
2026-08-16T12:35:23.169478040Z 2026-08-16T12:35:23.169286321Z[36m [INFO][UDR][GIN] [0m| 201 |    10.244.0.141 | POST    | /nudr-dr/v2/subscription-data/imsi-208930000018067/context-data/sdm-subscriptions |  |
2026-08-16T12:35:23.174027892Z 2026-08-16T12:35:23.173570634Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018063/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:23.207558413Z 2026-08-16T12:35:23.206952878Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.143 | GET     | /nudr-dr/v2/policy-data/ues/imsi-208930000018076/am-data |  |
2026-08-16T12:35:23.215581337Z 2026-08-16T12:35:23.215182720Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.143 | GET     | /nudr-dr/v2/policy-data/ues/imsi-208930000018067/am-data |  |
2026-08-16T12:35:23.246200150Z 2026-08-16T12:35:23.245168576Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018068, servingPlmnId: 20893
2026-08-16T12:35:23.247765194Z 2026-08-16T12:35:23.247326983Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018044, servingPlmnId: 20893
2026-08-16T12:35:23.251273312Z 2026-08-16T12:35:23.247773059Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018045, servingPlmnId: 20893
2026-08-16T12:35:23.251288531Z 2026-08-16T12:35:23.248061610Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018063/20893/provisioned-data/smf-selection-subscription-data?supported-features= |  |
2026-08-16T12:35:23.251292759Z 2026-08-16T12:35:23.248864776Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018068/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:23.252234524Z 2026-08-16T12:35:23.251519624Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018045/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:23.256634865Z 2026-08-16T12:35:23.252919449Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018044/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:23.261686628Z 2026-08-16T12:35:23.261468589Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018063/context-data/smf-registrations?supported-features= |  |
2026-08-16T12:35:23.283391445Z 2026-08-16T12:35:23.282290401Z[36m [INFO][UDR][GIN] [0m| 201 |    10.244.0.141 | POST    | /nudr-dr/v2/subscription-data/imsi-208930000018063/context-data/sdm-subscriptions |  |
2026-08-16T12:35:23.295988666Z 2026-08-16T12:35:23.295815231Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018093/authentication-data/authentication-subscription |  |
2026-08-16T12:35:23.304132085Z 2026-08-16T12:35:23.303530577Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018045/context-data/amf-3gpp-access |  |
2026-08-16T12:35:23.306021218Z 2026-08-16T12:35:23.305737305Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018044/context-data/amf-3gpp-access |  |
2026-08-16T12:35:23.313840168Z 2026-08-16T12:35:23.313551537Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018068/context-data/amf-3gpp-access |  |
